/home/tiago/UA/3 Ano/1 Semestre/CSLP/Projeto/resources/videos/in_to_tree_444_720p50.y4m,16,24,10,0,3,3,26.376641988754272,37.517357,2.927069364463325
/home/tiago/UA/3 Ano/1 Semestre/CSLP/Projeto/resources/videos/in_to_tree_444_720p50.y4m,16,24,10,1,3,3,26.326705932617188,37.454971,3.3184627608420256
/home/tiago/UA/3 Ano/1 Semestre/CSLP/Projeto/resources/videos/in_to_tree_444_720p50.y4m,16,24,10,2,3,3,24.708691120147705,37.098378,3.793653788799108
/home/tiago/UA/3 Ano/1 Semestre/CSLP/Projeto/resources/videos/in_to_tree_444_720p50.y4m,16,24,10,3,3,3,23.37446641921997,35.737322,4.360422110137863
/home/tiago/UA/3 Ano/1 Semestre/CSLP/Projeto/resources/videos/in_to_tree_444_720p50.y4m,16,24,10,0,4,4,25.766127109527588,30.612925,3.098682639575441
/home/tiago/UA/3 Ano/1 Semestre/CSLP/Projeto/resources/videos/in_to_tree_444_720p50.y4m,16,24,10,1,4,4,25.498371124267578,30.600127,3.5407819213646112
/home/tiago/UA/3 Ano/1 Semestre/CSLP/Projeto/resources/videos/in_to_tree_444_720p50.y4m,16,24,10,2,4,4,23.833297729492188,30.524124,4.087016457111351
/home/tiago/UA/3 Ano/1 Semestre/CSLP/Projeto/resources/videos/in_to_tree_444_720p50.y4m,16,24,10,3,4,4,22.247936487197876,30.185860,4.752518767526078
/home/tiago/UA/3 Ano/1 Semestre/CSLP/Projeto/resources/videos/in_to_tree_444_720p50.y4m,16,24,10,4,4,4,22.339534282684326,28.952913,5.275680409387014
/home/tiago/UA/3 Ano/1 Semestre/CSLP/Projeto/resources/videos/in_to_tree_444_720p50.y4m,16,24,60,0,0,0,32.207075119018555,inf,1.8582615016831963
/home/tiago/UA/3 Ano/1 Semestre/CSLP/Projeto/resources/videos/in_to_tree_444_720p50.y4m,16,24,60,0,1,1,30.14873766899109,52.902399,2.170646152832724
/home/tiago/UA/3 Ano/1 Semestre/CSLP/Projeto/resources/videos/in_to_tree_444_720p50.y4m,16,24,60,1,1,1,29.182190656661987,51.141479,2.3785622418472445
/home/tiago/UA/3 Ano/1 Semestre/CSLP/Projeto/resources/videos/in_to_tree_444_720p50.y4m,16,24,60,0,2,2,28.433308124542236,44.449810,2.5664198542555945
/home/tiago/UA/3 Ano/1 Semestre/CSLP/Projeto/resources/videos/in_to_tree_444_720p50.y4m,16,24,60,1,2,2,27.551591157913208,44.150283,2.862232774179391
/home/tiago/UA/3 Ano/1 Semestre/CSLP/Projeto/resources/videos/in_to_tree_444_720p50.y4m,16,24,60,2,2,2,26.582085371017456,42.689350,3.2091530042416068
/home/tiago/UA/3 Ano/1 Semestre/CSLP/Projeto/resources/videos/in_to_tree_444_720p50.y4m,16,24,60,0,3,3,26.845360279083252,37.540351,2.930554341795805
/home/tiago/UA/3 Ano/1 Semestre/CSLP/Projeto/resources/videos/in_to_tree_444_720p50.y4m,16,24,60,1,3,3,25.791303396224976,37.477630,3.322677458371154
/home/tiago/UA/3 Ano/1 Semestre/CSLP/Projeto/resources/videos/in_to_tree_444_720p50.y4m,16,24,60,2,3,3,24.983277559280396,37.119193,3.7994900910813607
/home/tiago/UA/3 Ano/1 Semestre/CSLP/Projeto/resources/videos/in_to_tree_444_720p50.y4m,16,24,60,3,3,3,23.39185881614685,35.753093,4.365205749023957
/home/tiago/UA/3 Ano/1 Semestre/CSLP/Projeto/resources/videos/in_to_tree_444_720p50.y4m,16,24,60,0,4,4,26.933910131454468,30.704824,3.1070458366648297
/home/tiago/UA/3 Ano/1 Semestre/CSLP/Projeto/resources/videos/in_to_tree_444_720p50.y4m,16,24,60,1,4,4,24.9886794090271,30.691752,3.551402898682377
/home/tiago/UA/3 Ano/1 Semestre/CSLP/Projeto/resources/videos/in_to_tree_444_720p50.y4m,16,24,60,2,4,4,23.69114351272583,30.614130,4.101554941631774
